source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
21434_TR16676-c0_g1_i1.fna	1	1	0	2	0	0	0	0	2	3	0	6	2	1	1	
21436_TR17146-c0_g1_i1.fna	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	
21437_TR17563-c0_g1_i1.fna	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	
21438_TR18770-c0_g1_i1.fna	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	
21439_TR18795-c0_g1_i1.fna	2	0	1	0	1	2	2	0	2	1	1	0	0	0	0	
21440_TR20248-c0_g1_i1.fna	1	2	1	1	1	0	1	4	2	2	0	0	0	1	0	
21442_TR21523-c0_g1_i1.fna	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	
21443_TR21587-c0_g1_i1.fna	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	
21445_TR24037-c0_g2_i1.fna	1	1	2	0	1	1	1	1	1	1	1	3	0	2	2	
21446_TR24125-c0_g1_i1.fna	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	
21448_TR26142-c0_g1_i1.fna	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	
21449_TR26767-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21451_TR27101-c0_g1_i1.fna	2	1	1	1	1	1	1	0	1	0	2	1	0	2	1	
21454_TR27464-c0_g1_i1.fna	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	
21455_TR27491-c0_g1_i1.fna	2	1	1	2	3	1	1	2	2	1	2	2	2	2	2	
21456_TR28009-c0_g1_i1.fna	2	0	2	3	0	0	0	0	1	3	2	4	3	1	0	
21457_TR28734-c1_g1_i1.fna	3	2	4	1	1	0	1	1	2	1	1	2	2	0	0	
21458_TR29050-c0_g1_i1.fna	1	1	1	2	2	0	1	1	1	3	1	1	1	0	0	
21459_TR30003-c0_g1_i1.fna	1	0	0	2	1	1	0	2	2	1	0	1	1	2	2	
21460_TR30564-c0_g1_i1.fna	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	
21462_TR30798-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21465_TR31463-c0_g2_i1.fna	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	
21466_TR32112-c0_g1_i1.fna	4	3	2	3	3	0	5	2	3	1	0	2	2	0	1	
21467_TR32552-c0_g1_i1.fna	1	0	1	2	1	0	1	1	0	2	0	2	2	0	0	
21471_TR33789-c0_g1_i1.fna	1	1	1	0	1	1	1	1	1	1	1	3	1	2	1	
21473_TR34124-c0_g1_i1.fna	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	
21475_TR3132-c0_g1_i1.fna	2	1	1	2	2	2	2	3	2	1	1	3	2	1	0	
21476_TR3644-c0_g1_i1.fna	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	
21477_TR4453-c4_g1_i1.fna	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
21480_TR4813-c1_g1_i1.fna	1	1	1	2	1	2	0	0	1	0	1	0	1	1	0	
21481_TR4865-c0_g1_i1.fna	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	
21484_TR7205-c0_g1_i1.fna	1	0	0	0	0	0	1	1	1	1	1	2	1	1	0	
21486_TR7483-c1_g1_i1.fna	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	
21489_TR8511-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21491_TR8764-c0_g1_i1.fna	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	
21493_TR10229-c0_g1_i1.fna	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	
21495_TR10708-c0_g1_i1.fna	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	
21496_TR11132-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
21498_TR11915-c0_g1_i1.fna	1	3	1	0	0	0	0	0	0	0	0	0	2	1	2	
21499_TR11915-c0_g2_i1.fna	2	1	1	1	2	1	0	2	0	0	1	0	0	1	1	
21500_TR12529-c0_g1_i1.fna	2	1	1	1	1	1	1	1	2	1	1	1	1	1	0	
21501_TR12785-c0_g1_i1.fna	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	
21503_TR13810-c0_g1_i1.fna	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	
21504_TR14231-c0_g1_i1.fna	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	
21506_TR15936-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21508_TR16402-c0_g1_i1.fna	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	
21509_TR16413-c0_g1_i1.fna	1	0	1	2	1	0	1	1	1	1	1	1	1	1	0	
21511_TR16520-c0_g1_i1.fna	1	1	0	0	0	1	0	2	0	6	0	2	1	1	0	
21514_TR17298-c0_g2_i1.fna	1	1	0	1	0	0	0	0	1	0	0	1	1	1	2	
21516_TR18514-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	
21517_TR18656-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21519_TR18864-c0_g1_i1.fna	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	
21520_TR19182-c0_g1_i1.fna	1	1	1	1	1	2	2	0	3	1	1	2	1	1	2	
21521_TR19247-c0_g1_i1.fna	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	
21524_TR19908-c0_g1_i1.fna	2	1	1	0	1	0	1	1	1	0	0	0	0	0	0	
21526_TR21115-c0_g1_i1.fna	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	
21527_TR22092-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	
21528_TR23816-c0_g1_i1.fna	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	
21530_TR23869-c1_g1_i2.fna	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
21534_TR25164-c0_g1_i1.fna	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	
21535_TR25215-c0_g1_i1.fna	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	
21538_TR26437-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21539_TR26826-c0_g1_i1.fna	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	
21540_TR27626-c1_g1_i1.fna	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	
21545_TR29439-c0_g1_i1.fna	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	
21546_TR29546-c0_g1_i1.fna	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	
21547_TR30294-c1_g1_i1.fna	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
21548_TR30710-c0_g1_i1.fna	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	
21549_TR32108-c0_g1_i1.fna	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	
21550_TR32314-c0_g1_i1.fna	2	1	2	2	0	1	2	2	1	8	2	1	2	0	1	
21551_TR32632-c1_g1_i6.fna	1	1	0	1	3	0	2	0	0	1	0	0	3	0	1	
21554_TR33499-c0_g1_i1.fna	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	
21555_TR33608-c0_g1_i1.fna	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	
21556_TR34491-c0_g2_i1.fna	1	3	2	2	1	2	2	2	3	3	1	1	6	2	4	
21558_TR35300-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21559_TR36079-c0_g1_i1.fna	2	0	1	1	1	1	1	1	1	0	1	0	1	1	0	
21561_TR36255-c0_g1_i1.fna	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	
21563_TR36260-c0_g1_i1.fna	2	2	1	1	2	3	2	3	1	1	1	1	2	3	1	
21564_TR36346-c2_g1_i3.fna	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
21568_TR761-c1_g1_i1.fna	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	
21570_TR1988-c0_g1_i1.fna	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	
21571_TR2411-c0_g2_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	
21572_TR2507-c0_g1_i1.fna	1	1	1	1	2	1	2	2	1	4	0	1	1	1	0	
21573_TR2890-c1_g1_i1.fna	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	
21574_TR2895-c0_g1_i2.fna	1	0	0	1	2	0	1	1	1	0	0	2	1	1	1	
21577_TR3713-c0_g1_i1.fna	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
21579_TR4204-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	
21580_TR4696-c1_g1_i2.fna	2	1	2	2	2	1	1	6	1	3	2	1	4	1	1	
21582_TR4890-c0_g1_i1.fna	1	1	1	2	1	2	1	0	2	2	2	1	1	0	0	
21585_TR6600-c0_g1_i1.fna	2	2	2	2	1	2	1	3	2	4	2	1	2	3	3	
21586_TR6843-c0_g1_i1.fna	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	
21587_TR7182-c0_g1_i3.fna	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	
21588_TR7409-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	
21589_TR7681-c0_g1_i1.fna	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	
21590_TR7991-c0_g2_i1.fna	1	1	1	1	1	1	2	1	1	1	0	0	1	0	0	
21592_TR8392-c0_g1_i1.fna	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	
21593_TR9499-c0_g1_i1.fna	1	2	1	2	2	0	2	0	2	1	2	2	2	1	0	
21595_TR9767-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
21597_TR10065-c0_g1_i1.fna	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	
21601_TR10514-c0_g1_i1.fna	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	
21602_TR10818-c0_g1_i1.fna	1	1	1	0	1	2	1	1	1	1	1	2	1	1	1	
21606_TR13289-c0_g1_i1.fna	1	0	1	1	1	1	0	1	1	0	1	2	1	0	1	
21607_TR13377-c0_g1_i1.fna	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	
21608_TR14878-c0_g1_i1.fna	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	
21609_TR15006-c0_g1_i1.fna	1	1	1	1	2	1	1	0	0	0	0	0	2	1	1	
21610_TR15119-c0_g1_i1.fna	1	1	1	0	0	2	1	0	1	1	1	0	1	1	1	
21613_TR15392-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
21619_TR18680-c0_g1_i1.fna	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	
21620_TR19298-c0_g1_i1.fna	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	
21622_TR20121-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	
21623_TR20145-c0_g1_i1.fna	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	
21624_TR20214-c0_g1_i1.fna	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	
21626_TR20669-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	
21627_TR20918-c1_g1_i1.fna	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	
21628_TR21308-c0_g1_i1.fna	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	
21631_TR21907-c0_g1_i1.fna	1	1	0	2	3	0	1	1	1	0	1	1	1	1	1	
21632_TR22045-c0_g1_i2.fna	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	
21633_TR22252-c1_g1_i1.fna	3	2	0	3	0	0	0	0	0	2	0	0	2	0	0	
21635_TR22922-c0_g1_i1.fna	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	
21636_TR23438-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
21637_TR23658-c0_g1_i1.fna	2	0	0	2	2	0	0	1	0	1	0	2	1	0	0	
21639_TR23711-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	
21644_TR26098-c0_g1_i1.fna	2	2	2	3	2	2	2	2	2	2	2	1	1	2	3	
21645_TR26292-c0_g1_i1.fna	1	1	0	1	2	0	2	1	1	3	1	0	0	2	0	
21646_TR26510-c1_g1_i1.fna	4	1	4	3	1	3	2	1	2	1	1	3	1	3	1	
21647_TR26664-c0_g1_i1.fna	1	0	1	0	0	1	0	0	0	2	0	2	1	0	0	
21648_TR26675-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21649_TR26756-c0_g1_i2.fna	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	
21650_TR27481-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21651_TR28041-c0_g1_i1.fna	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	
21653_TR28887-c6_g1_i1.fna	2	3	2	2	1	2	2	2	1	0	2	2	2	2	2	
21656_TR29599-c0_g1_i1.fna	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	
21657_TR30063-c0_g1_i1.fna	1	1	2	2	1	1	1	1	1	0	1	2	1	1	0	
21659_TR30192-c0_g1_i1.fna	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	
21660_TR30248-c0_g1_i1.fna	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	
21662_TR30982-c1_g1_i1.fna	1	1	1	1	1	1	1	1	2	0	2	1	0	1	1	
21665_TR32641-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21666_TR32727-c0_g1_i2.fna	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	
21668_TR32989-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
21669_TR33008-c0_g1_i1.fna	1	1	1	1	1	0	0	1	1	0	0	0	0	1	2	
21670_TR33095-c0_g1_i1.fna	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	
21671_TR33195-c0_g1_i1.fna	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	
21673_TR34359-c0_g1_i1.fna	1	1	1	0	0	1	0	0	0	1	1	2	1	1	0	
21676_TR35241-c1_g1_i1.fna	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	
21679_TR35983-c0_g1_i1.fna	1	1	1	1	1	0	1	2	1	1	2	2	3	0	0	
21680_TR36345-c0_g1_i1.fna	1	3	0	1	1	0	1	1	0	1	0	3	2	0	1	
21681_TR353-c0_g1_i1.fna	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	
21682_TR375-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21683_TR580-c0_g1_i1.fna	1	2	2	1	1	1	0	2	1	2	1	1	1	2	1	
21685_TR1063-c0_g1_i1.fna	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	
21686_TR1560-c0_g1_i1.fna	1	0	1	0	1	0	1	0	3	1	0	3	2	1	0	
21687_TR2152-c0_g1_i1.fna	2	0	1	1	1	0	1	1	1	1	1	1	1	2	0	
21688_TR2213-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21689_TR2527-c0_g1_i1.fna	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	
21690_TR2657-c0_g1_i1.fna	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	
21691_TR2668-c0_g1_i1.fna	2	2	1	2	2	1	2	3	0	3	2	3	2	0	0	
21693_TR3374-c0_g1_i1.fna	2	0	0	1	1	0	1	2	1	2	0	1	1	0	1	
21694_TR3404-c0_g1_i1.fna	2	2	3	1	1	1	2	1	1	1	0	1	1	2	2	
21695_TR3518-c0_g1_i1.fna	2	2	2	1	3	1	1	2	1	1	1	2	3	1	2	
21697_TR3948-c0_g1_i1.fna	1	0	1	1	0	0	1	1	1	0	0	0	1	2	0	
21698_TR4158-c1_g1_i1.fna	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	
21700_TR4660-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
21701_TR4845-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21702_TR5797-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	
21703_TR6686-c0_g1_i1.fna	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	
21704_TR6827-c0_g1_i1.fna	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	
21705_TR6842-c15_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	
21707_TR6842-c19_g1_i1.fna	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	
21708_TR7476-c0_g1_i1.fna	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	
21711_TR8034-c0_g1_i1.fna	1	0	0	1	1	1	1	0	1	1	0	1	0	1	0	
21713_TR8693-c0_g1_i1.fna	3	2	0	1	1	0	1	1	0	1	0	2	2	2	0	
21714_TR8970-c0_g1_i1.fna	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	
21715_TR9702-c0_g2_i1.fna	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	
21716_TR10740-c0_g1_i1.fna	1	1	1	0	1	1	1	2	1	0	2	0	0	0	2	
21720_TR12942-c0_g1_i1.fna	1	1	1	1	1	1	0	0	1	3	1	1	1	1	1	
21721_TR13169-c0_g1_i1.fna	2	1	1	1	1	0	1	2	1	0	2	0	0	1	1	
21723_TR13735-c0_g1_i1.fna	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	
21725_TR14476-c0_g1_i1.fna	2	0	2	0	0	0	1	3	1	3	1	1	2	1	0	
21726_TR14812-c0_g1_i1.fna	1	2	2	2	1	3	1	3	1	2	0	0	2	2	2	
21727_TR15370-c0_g1_i1.fna	3	1	0	2	1	1	2	1	0	3	0	0	0	1	0	
21728_TR15616-c0_g1_i1.fna	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	
21734_TR16454-c0_g1_i1.fna	1	0	1	1	2	0	1	0	2	0	1	1	0	0	0	
21736_TR16594-c0_g1_i1.fna	1	1	1	1	1	1	2	1	1	0	1	0	2	1	0	
21737_TR16897-c0_g1_i1.fna	1	2	1	1	1	0	2	3	1	2	1	2	2	1	1	
21738_TR16929-c0_g1_i1.fna	2	1	1	1	1	1	1	1	1	0	0	2	1	1	1	
21740_TR17522-c0_g1_i2.fna	1	1	1	1	1	2	1	1	1	3	2	1	0	0	1	
21741_TR17603-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	
21742_TR18495-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
21743_TR18903-c0_g1_i1.fna	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	
21746_TR19188-c2_g1_i2.fna	1	1	0	1	2	0	1	0	0	0	0	1	1	1	1	
21750_TR19306-c0_g1_i1.fna	2	2	0	1	0	1	1	2	1	4	2	3	4	1	1	
21753_TR19924-c0_g1_i1.fna	2	1	1	2	1	0	1	1	0	1	1	0	0	0	0	
21755_TR20436-c0_g1_i1.fna	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	
21756_TR21014-c0_g1_i1.fna	1	2	2	1	1	1	3	1	1	1	1	1	0	0	2	
21757_TR21315-c0_g1_i1.fna	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	
21758_TR21945-c0_g1_i1.fna	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	
21759_TR22316-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	1	1	1	1	0	0	
21760_TR22351-c0_g1_i1.fna	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	
21761_TR23056-c0_g1_i3.fna	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
21764_TR23510-c0_g1_i1.fna	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	
21765_TR23984-c0_g1_i1.fna	1	2	0	0	1	0	1	0	1	0	0	1	3	2	1	
21766_TR25776-c1_g1_i1.fna	2	1	1	1	0	1	1	1	1	2	2	1	2	1	1	
21767_TR25938-c0_g1_i1.fna	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	
21770_TR26770-c0_g1_i1.fna	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	
21774_TR27795-c0_g1_i1.fna	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	
21775_TR28048-c0_g1_i1.fna	1	2	1	1	1	1	1	2	1	0	1	2	1	1	1	
21776_TR28198-c0_g1_i1.fna	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	
21778_TR28580-c0_g1_i1.fna	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	
21779_TR28952-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21780_TR29516-c0_g1_i1.fna	2	1	2	2	1	1	2	2	0	5	1	4	1	1	0	
21782_TR29662-c0_g1_i1.fna	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	
21784_TR30439-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
21785_TR30562-c0_g1_i1.fna	2	1	0	0	0	0	1	1	2	2	0	0	0	0	1	
21787_TR31311-c0_g1_i1.fna	1	0	1	1	0	0	0	0	0	2	0	0	0	1	1	
21788_TR31751-c3_g1_i1.fna	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	
21789_TR31840-c0_g1_i1.fna	1	1	0	1	0	0	1	1	2	1	1	2	1	1	0	
21791_TR31943-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	1	2	1	1	0	
21792_TR32853-c1_g2_i1.fna	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	
21793_TR33173-c0_g1_i1.fna	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	
21794_TR33232-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21796_TR33403-c0_g2_i12.fna	1	2	1	1	2	5	2	1	4	0	3	0	1	0	0	
21799_TR34440-c0_g1_i1.fna	3	2	1	2	2	1	1	3	1	1	1	2	1	2	2	
21801_TR35077-c0_g1_i1.fna	2	1	2	2	1	1	1	1	1	2	1	2	2	1	1	
21802_TR35551-c0_g1_i1.fna	2	2	2	2	1	2	1	1	2	2	2	2	1	2	1	
21803_TR35996-c0_g1_i2.fna	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	
21804_TR275-c0_g1_i1.fna	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	
21805_TR431-c0_g1_i1.fna	2	1	0	2	1	0	2	0	0	3	0	2	1	0	0	
21808_TR1685-c0_g1_i1.fna	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	
21810_TR3125-c1_g2_i3.fna	1	1	1	1	1	2	3	2	1	1	2	2	1	1	3	
21811_TR3691-c0_g1_i1.fna	1	1	1	0	1	1	3	1	1	1	1	1	1	1	1	
21813_TR6581-c0_g1_i1.fna	2	2	2	2	3	1	1	2	2	1	1	1	1	1	1	
21814_TR7730-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
21816_TR7820-c1_g1_i1.fna	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	
21817_TR8132-c0_g1_i1.fna	1	1	2	0	1	0	2	0	0	1	0	0	1	1	1	
21818_TR8735-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	
21821_TR10573-c0_g1_i1.fna	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	
21822_TR10700-c0_g1_i2.fna	1	1	1	1	0	1	1	1	2	0	1	1	0	1	1	
21824_TR11822-c0_g1_i1.fna	1	1	0	2	1	0	0	0	0	5	1	0	0	1	1	
21825_TR11873-c0_g1_i1.fna	1	1	0	0	1	0	1	2	1	0	0	0	2	1	2	
21826_TR12221-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2	
21828_TR13016-c0_g3_i3.fna	1	1	1	1	3	1	1	2	0	0	0	1	1	1	1	
21829_TR13641-c0_g1_i1.fna	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	
21831_TR13922-c0_g1_i1.fna	1	0	1	0	1	1	1	0	0	2	0	1	1	0	0	
21838_TR16083-c2_g1_i1.fna	2	2	1	2	4	2	1	2	2	0	1	1	1	1	2	
21839_TR16113-c0_g1_i1.fna	1	1	1	1	1	0	1	2	1	1	0	1	1	0	1	
21840_TR16445-c0_g1_i1.fna	1	1	0	1	1	0	0	0	1	2	1	1	1	0	0	
21841_TR16515-c0_g1_i1.fna	1	2	1	1	1	1	2	1	1	2	1	0	0	0	0	
21843_TR16852-c0_g1_i1.fna	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	
21844_TR17228-c0_g1_i1.fna	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	
21847_TR18755-c0_g1_i1.fna	2	2	2	1	3	0	0	0	0	4	1	0	1	1	0	
21848_TR19014-c0_g1_i1.fna	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	
21849_TR19870-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	
21851_TR19894-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21854_TR20856-c0_g1_i1.fna	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	
21855_TR20990-c0_g1_i1.fna	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	
21858_TR21723-c0_g2_i1.fna	2	1	2	1	1	1	2	1	1	1	1	1	1	1	0	
21861_TR22257-c0_g1_i1.fna	1	1	1	1	2	1	1	1	1	0	1	0	0	0	1	
21862_TR22260-c0_g1_i1.fna	1	0	1	1	0	0	1	1	0	2	1	1	2	0	0	
21863_TR22327-c0_g1_i1.fna	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	
21864_TR23488-c0_g1_i1.fna	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
21865_TR23992-c0_g1_i1.fna	2	1	1	2	2	2	4	1	2	1	1	1	1	1	0	
