# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/SBCC073_pangenes_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f SBCC073_accessory.fna

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 6304
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 813 Pfams set2 = 3863 Pfams


# created FASTA file: SBCC073_accessory.fna

# sequences=6304 mean length=400.3 , seqs/cluster=1.14

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=1898 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF03917	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Eukaryotic glutathione synthase, ATP binding domain
PF03918	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cytochrome C biogenesis protein
PF03919	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	mRNA capping enzyme, C-terminal domain
PF03924	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	CHASE domain
PF03937	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Flavinator of succinate dehydrogenase
PF03939	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ribosomal protein L23, N-terminal domain
PF03941	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Inner centromere protein, ARK binding region
PF03946	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ribosomal protein L11, N-terminal domain
PF03947	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal Proteins L2, C-terminal domain
PF03948	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein L9, C-terminal domain
PF03949	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Malic enzyme, NAD binding domain
PF03950	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Glutamine synthetase, beta-Grasp domain
PF03952	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Enolase, N-terminal domain
PF03953	0	16	0.000e+00	8.181e-04	1.000e+00	1.000e+00	Tubulin C-terminal domain
PF03959	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Serine hydrolase (FSH1)
PF03962	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mnd1 HTH domain
PF03969	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	AFG1-like ATPase
PF03980	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nnf1
PF03981	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ubiquinol-cytochrome C chaperone
PF03985	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Paf1
PF03987	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Autophagocytosis associated protein, active-site domain
PF03997	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	VPS28 protein
PF03998	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Utp11 protein
PF04000	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Sas10/Utp3/C1D family
PF04003	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Dip2/Utp12 Family
PF04004	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Leo1-like protein
PF04006	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mpp10 protein
PF04012	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PspA/IM30 family
PF04030	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	D-arabinono-1,4-lactone oxidase
PF04031	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Las1-like
PF04032	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNAse P Rpr2/Rpp21/SNM1 subunit domain
PF04034	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosome biogenesis protein, C-terminal
PF04037	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF382)
PF04042	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA polymerase alpha/epsilon subunit B
PF04045	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Arp2/3 complex, 34 kD subunit p34-Arc
PF04046	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	PSP
PF04048	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Sec8 exocyst complex component specific domain
PF04050	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Up-frameshift suppressor 2
PF04051	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Transport protein particle (TRAPP) component
PF04054	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CCR4-Not complex component, Not1
PF04055	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	Radical SAM superfamily
PF04056	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ssl1-like
PF04059	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA recognition motif 2
PF04062	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ARP2/3 complex ARPC3 (21 kDa) subunit
PF04063	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF383)
PF04068	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Possible Fer4-like domain in RNase L inhibitor, RLI
PF04072	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Leucine carboxyl methyltransferase
PF04073	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Aminoacyl-tRNA editing domain
PF04078	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Cell differentiation family, Rcd1-like
PF04080	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Per1-like family
PF04081	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA polymerase delta, subunit 4
PF04083	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Partial alpha/beta-hydrolase lipase region
PF04086	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Signal recognition particle, alpha subunit, N-terminal
PF04091	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Exocyst complex subunit Sec15-like
PF04095	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04097	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nup93/Nic96
PF04099	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Sybindin-like family
PF04100	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vps53-like, N-terminal
PF04101	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Glycosyltransferase family 28 C-terminal domain
PF04104	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic and archaeal DNA primase, large subunit
PF04106	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Autophagy protein Apg5
PF04107	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glutamate-cysteine ligase family 2(GCS2)
PF04109	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Autophagy protein Apg9
PF04111	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Apg6 BARA domain
PF04112	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
PF04113	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Gpi16 subunit, GPI transamidase component
PF04114	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Gaa1-like, GPI transamidase component
PF04116	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	Fatty acid hydroxylase superfamily
PF04121	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nuclear pore protein 84 / 107
PF04124	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Dor1-like family
PF04127	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA / pantothenate metabolism flavoprotein
PF04129	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Vps52 / Sac2 family
PF04130	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Gamma tubulin complex component C-terminal
PF04133	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vacuolar protein sorting 55
PF04134	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function, DUF393
PF04135	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nucleolar RNA-binding protein, Nop10p family
PF04136	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Sec34-like family
PF04137	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
PF04139	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rad9
PF04140	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Isoprenylcysteine carboxyl methyltransferase (ICMT) family
PF04145	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ctr copper transporter family
PF04146	0	12	0.000e+00	6.136e-04	1.000e+00	1.000e+00	YT521-B-like domain
PF04147	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nop14-like family
PF04152	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mre11 DNA-binding presumed domain
PF04161	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Arv1-like family
PF04176	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TIP41-like family
PF04177	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TAP42-like family
PF04178	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Got1/Sft2-like family
PF04179	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rit1 DUSP-like domain
PF04182	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	B-block binding subunit of TFIIIC
PF04185	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoesterase family
PF04187	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Haem-binding uptake, Tiki superfamily, ChaN
PF04188	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mannosyltransferase (PIG-V)
PF04189	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Gcd10p family
PF04190	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF410)
PF04191	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phospholipid methyltransferase
PF04192	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Utp21 specific WD40 associated putative domain
PF04193	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	PQ loop repeat
PF04194	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Programmed cell death protein 2, C-terminal putative domain
PF04195	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Putative gypsy type transposon
PF04199	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Putative cyclase
PF04227	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Indigoidine synthase A like protein
PF04231	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Endonuclease I
PF04241	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF423)
PF04258	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Signal peptide peptidase
PF04263	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Thiamin pyrophosphokinase, catalytic domain
PF04265	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Thiamin pyrophosphokinase, vitamin B1 binding domain
PF04266	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ASCH domain
PF04278	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Tic22-like family
PF04280	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Tim44-like domain
PF04305	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF455)
PF04321	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	RmlD substrate binding domain
PF04339	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidogalycan biosysnthesis/recognition
PF04357	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TamB, inner membrane protein subunit of TAM complex
PF04359	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF493)
PF04366	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Las17-binding protein actin regulator
PF04367	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF502)
PF04371	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Porphyromonas-type peptidyl-arginine deiminase
PF04376	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Arginine-tRNA-protein transferase, N terminus
PF04377	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Arginine-tRNA-protein transferase, C terminus
PF04379	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	ApaG domain
PF04387	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein tyrosine phosphatase-like protein, PTPLA
PF04406	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Type IIB DNA topoisomerase
PF04410	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Gar1/Naf1 RNA binding region
PF04413	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)
PF04414	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	D-aminoacyl-tRNA deacylase
PF04418	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Domain of unknown function (DUF543)
PF04419	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	4F5 protein related disordered region
PF04420	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CHD5-like protein
PF04422	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term
PF04424	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MINDY deubiquitinase
PF04427	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Brix domain
PF04430	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF498/DUF598)
PF04432	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
PF04442	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cytochrome c oxidase assembly protein CtaG/Cox11
PF04446	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	tRNAHis guanylyltransferase
PF04450	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidase of plants and bacteria
PF04452	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA methyltransferase
PF04481	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF561)
PF04483	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF565)
PF04484	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	QWRF family
PF04488	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glycosyltransferase sugar-binding region containing DXD motif
PF04494	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	WD40 associated region in TFIID subunit, NTD2 domain
PF04499	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SIT4 phosphatase-associated protein
PF04502	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Family of unknown function (DUF572)
PF04504	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Protein of unknown function, DUF573
PF04506	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rft protein
PF04511	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Der1-like family
PF04526	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF568)
PF04536	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TPM domain
PF04539	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Sigma-70 region 3
PF04542	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Sigma-70 region 2
PF04545	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Sigma-70, region 4
PF04547	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Calcium-activated chloride channel
PF04551	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GcpE protein
PF04557	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2
PF04558	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1
PF04560	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA polymerase Rpb2, domain 7
PF04561	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	RNA polymerase Rpb2, domain 2
PF04563	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA polymerase beta subunit
PF04565	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA polymerase Rpb2, domain 3
PF04566	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	RNA polymerase Rpb2, domain 4
PF04567	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	RNA polymerase Rpb2, domain 5
PF04570	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	zinc-finger of the FCS-type, C2-C2
PF04572	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Alpha 1,4-glycosyltransferase conserved region
PF04573	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Signal peptidase subunit
PF04576	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Zein-binding
PF04588	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Hypoxia induced protein conserved region
PF04597	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ribophorin I
PF04603	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ran-interacting Mog1 protein
PF04607	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Region found in RelA / SpoT proteins
PF04614	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Pex19 protein family
PF04615	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Utp14 protein
PF04616	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glycosyl hydrolases family 43
PF04627	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Mitochondrial ATP synthase epsilon chain
PF04628	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Sedlin, N-terminal conserved region
PF04641	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Rtf2 RING-finger
PF04646	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function, DUF604
PF04652	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Vta1 like
PF04678	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Mitochondrial calcium uniporter
PF04679	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	ATP dependent DNA ligase C terminal region
PF04683	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Proteasome complex subunit Rpn13 ubiquitin receptor
PF04685	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Glycosyl-hydrolase family 116, catalytic region
PF04689	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA binding protein S1FA
PF04690	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	YABBY protein
PF04696	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	pinin/SDK/memA/ protein conserved region
PF04699	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ARP2/3 complex 16 kDa subunit (p16-Arc)
PF04707	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PRELI-like family
PF04715	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Anthranilate synthase component I, N terminal region
PF04716	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ETC complex I subunit conserved region
PF04719	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	hTAFII28-like protein conserved region
PF04720	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PDDEXK-like family of unknown function
PF04722	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ssu72-like protein
PF04724	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Glycosyltransferase family 17
PF04725	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Photosystem II 10 kDa polypeptide PsbR
PF04726	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Microvirus J protein
PF04727	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	ELMO/CED-12 family
PF04729	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	ASF1 like histone chaperone
PF04733	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Coatomer epsilon subunit
PF04734	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Neutral/alkaline non-lysosomal ceramidase, N-terminal
PF04739	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	5'-AMP-activated protein kinase beta subunit, interaction domain
PF04749	0	13	0.000e+00	6.647e-04	1.000e+00	1.000e+00	PLAC8 family
PF04751	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function (DUF615)
PF04756	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	OST3 / OST6 family, transporter family
PF04757	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Pex2 / Pex12 amino terminal region
PF04758	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ribosomal protein S30
PF04774	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Hyaluronan / mRNA binding family
PF04777	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Erv1 / Alr family
PF04780	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF629)
PF04782	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF632)
PF04783	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Protein of unknown function (DUF630)
PF04791	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	LMBR1-like membrane protein
PF04795	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	PAPA-1-like conserved region
PF04800	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ETC complex I subunit conserved region
PF04801	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Sin-like protein conserved region
PF04802	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Component of IIS longevity pathway SMK-1
PF04810	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Sec23/Sec24 zinc finger
PF04811	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	Sec23/Sec24 trunk domain
PF04815	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Sec23/Sec24 helical domain
PF04818	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	CID domain
PF04825	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	N terminus of Rad21 / Rec8 like protein
PF04826	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Armadillo-like
PF04828	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glutathione-dependent formaldehyde-activating enzyme
PF04832	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	SOUL heme-binding protein
PF04839	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)
PF04840	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Vps16, C-terminal region
PF04841	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vps16, N-terminal region
PF04842	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Plant protein of unknown function (DUF639)
PF04844	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcriptional repressor, ovate
PF04845	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PurA ssDNA and RNA-binding protein
PF04855	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SNF5 / SMARCB1 / INI1
PF04859	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Plant protein of unknown function (DUF641)
PF04864	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Allinase
PF04869	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uso1 / p115 like vesicle tethering protein, head region
PF04871	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uso1 / p115 like vesicle tethering protein, C terminal region
PF04873	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ethylene insensitive 3
PF04882	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peroxin-3
PF04884	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Vitamin B6 photo-protection and homoeostasis
PF04889	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cwf15/Cwc15 cell cycle control protein
PF04893	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Yip1 domain
PF04898	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glutamate synthase central domain
PF04900	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Fcf1
PF04910	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcriptional repressor TCF25
PF04921	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	XAP5, circadian clock regulator
PF04922	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DIE2/ALG10 family
PF04925	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SHQ1 protein
PF04926	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Poly(A) polymerase predicted RNA binding domain
PF04928	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Poly(A) polymerase central domain
PF04931	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DNA polymerase phi
PF04934	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MED6 mediator sub complex component
PF04935	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Surfeit locus protein 6
PF04939	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosome biogenesis regulatory protein (RRS1)
PF04949	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcriptional activator
PF04950	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF04959	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Arsenite-resistance protein 2
PF04968	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CHORD
PF04969	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	CS domain
PF04970	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Lecithin retinol acyltransferase
PF04979	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein phosphatase inhibitor 2 (IPP-2)
